imfuziselo utshintshiselwano
UNK imbovane
UNK imbovane
iwolintshi iorenji
ukuhwalala ungcwalazi
ukuhwalala ungcwalazi
ukhula ukhula
ibululu irhamba
ubhejane ubhejane
umbala umbala
uthi isiqu
indawo indawo
indawo indawo
isiqu isikhondo
umfudlana umthombo
uthingo umnyama
ufudu ufudo
nke onke
ishongololo isongololo
ubucwazicwazi ubuqaqawuli
ubucwazicwazi ubuqaqawuli
ukufiphala umnyama
uvemvane ibhabhathane
julile enzulu
isiqhingi isiqithi
iziko iziko
iningizimu umzantsi
isigodi ingxingwa
umkhemezelo umkhwitsho
inkubabulongwe inkubabulongwe
unyezi ukukhanya
tshuza ntywila
uzekamanzi uhlabamanzi
ukuphuma ukuphuma
fika fika
khuphuka nyuka
khuphuka nyuka
phula aphula
intambama imvakwemini
ya hamba
finyeza shunqula
imbewu imbewu
endlala sasaza
qhubeka qhubeka
qhubeka qhubeka
ubuthakathi ubugqwirha
unyaka unyaka
ubuthi ityhefu
nyamalala tshona
ingenhla umntla
idumbe uhlobo
namandla owomeleleyo
isiphethu umthombo
isihlahla umthi
qinile elukhuni
gobongo eholoholo
imvubu imvubu
gcina gcina
gcina gcina
ehlisa thoba
UNK umthwebeba
UNK umthwebeba
igxolo ixolo
usebe intsele
ilanda umlindankomo
imbobo impefumla
ihlumela ihlumela
yeka pheza
ukhova iplanteyini
phutha eyimposiso
hlezi abahleliyo
isiqalo isiqalo
omisa omisa
ukuya ukuya
ubhuqu uhlalutye
iqaqa inyhwagi
lungile echanekileyo
lungile echanekileyo
imini imini
lahlekelwa lahla
usuku usuku
ishiya ishiyi
ijwabu ukhophe
ukhophe umsebe
inhlamvu ukhozo
umbombo umbombo
isihlathi isidlele
izinyo umhlathi
isilevu isilevu
ingemuva isikhonkosi
umqala umqala;
igilo ingqula
igilo ingqula
igilo ingqula
iziboya uburhaphilili
iqhina isihlwitha
ihlombe igxalaba
isiphanga ithambo
amabele ibele
ukhalo isinqe
isisu umnqe
isisu isisu
isibeletho isibeleko
ingxenye umhlana
ikhwapha ikhwapha
ingxenye ingalo
isihlakala isihlahla
inqindi inqindi
intende intende
isithupha ubhontsi
iqupha isidibanisi
uzipho uzipho
ingquphu inyonga
ithanga ithanga
idolo idolo
ugalo umbalo;
isitho iintsinga;
intende umphantsi
ithambo ithambo
umnkantsha umongo
ithambo ithambo
umgogodla umqolo
ubhambo ubambo;
ingqondo; ingqondo
inhliziyo intliziyo
inso intso
amathumbu amathumbu
inyongo isingxobo
amathe amathe
isikhwehlela isikhohlela;
amafinyila umkhunyu;
amafinyila umkhunyu;
isigonogono umphula
izinyembezi iinyembezi
inyongo inyongo
umchamo umchamo
indle ilindle
ukucwayiza ukuqhwanyaza
cwayiza qoba
finya finya
phefumula phefumlela
ukuzamula ukuzamla
ukuphefuzela ukukhefuzela
phephetha vuthela
amathe amathe;
khohlela khohlela
ukubhodla ukubhodla
ithwayi ukukhutywa
thimula thimla
bubula ukungqukruleka
bhodla gquma;
suza suza
suza suza
ukukaka; zithume
ukuqhaqhazela ukungcangcazela;
ukuqhaqhazela ukungcangcazela;
juluka bila
opha opha
shuqungana jiya;
shuqungana jiya;
isiyezi nesiyezi
ukuquleka isiyezi
lala lala
iphupho iphupha
ukuvuka vuka;
bona bona
azi yazisa;
bheka jongisisa
bheka jongisisa
izwa iva
lalela mamela
nika joja
ukuzwa uvakalelo
thinta bamba;
idla itya;
luma luma
ukuhlafuna ukuntlantlatha
khotha khotha
munca ncanca;
phuza sela;
hlala hlala
enyuka nyuka
phendula phethuka;
hamba hamba
nyathela nyathela
didizela hexa
xhuga ukuqhwalela
gijima baleka
gxuma tsiba
khahlela khaba
gxiviza ngqisha
gxoba xusha;
vayela bulisa
veza khomba;
shaya qhwaba
ukushaya mpakaza;
ukugxabalaza ngxabalaza
ncika oyama
goba goba;
goba goba;
inkumbela isaphetha
ukuqoshama ukuchopha
guqa guqa
ukushisa tshisayo
lamba lamba
lamba lamba
ukwaneliseka fumene
ukoma nxanwa;
ukoma nxanwa;
ukudakwa nxilileyo
ukukhathala diniweyo
ozelayo sindwayo
phumula phumla
ukuphaphama vukile
ukuphaphama vukile
ukushwabana ukushwabana
induna iqhakuva
impandla nempandla
ubumpumputho mfamekileyo
ukungakwazi bona
ukungakwazi bona
ukungabi ngavukelwayo
impumputhe imfama
umuntu isithulu
onesifumbu isifombo
okhubazeke isiqhwala
imbhashela uhili;
umuntu isigebenga
oyisiwula isihiba;
umuntu walupheleyo
onocasu phambeneyo;
ukuba sempilweni;
ukuba sempilweni;
ukugula gulayo
ukugula gulayo
ukuzilimaza zenzakalise
lapha nyanga
lulama chacha
lulama chacha
vuselela vuselela;
ukuvuvukala ukudumba
isimila ithumba
umhuzuko umgruzuko
umbhono iqhubu
i-ulcer isilonda
inxeba inxeba
inxeba inxeba
ubomvu ubovu;
inxeba isiva
ukugula ukugula;
ukugula ukugula;
ukuvuvukala ukhukhumala
umbandama isitshanguba
uchoko isilephere
umalaleveva isifo
ukushisa umkhuhlane;
ubuhlungu intlungu
limaza yenzakalisa;
limaza yenzakalisa;
ukunkenketha ukuxheleka
phalaza gabha
ukuphathwa isisu
ukuphathwa isisu
ukuphathwa intloko
utwayi ukurhawuzelelwa
ukuphila philileyo
ukukhulelwa khulelweyo
ukubeletha ukulunywa
ukubeletha ukulunywa
ukuzalwa zalwa
ubungane ncinane;
ukukhula khula
ukuba khulileyo
ifa ifa
ukufa bhubhileyo
themba themba
ukwazi azi
ubuhlakani ubulumko
ukuhlakanipha lumkileyo
ukukhalipha krelekrele
ubuwula ngenangqondo
ukudideka bhidekileyo
funda funda
fundisa fundisa
veza veza;
khumbula khumbula
khohlwa libala
ukujabula onwabileyo;
ukujabula onwabileyo;
jabula gcoba;
ukuhleka ukuhleka
ukumoyizela uncumo
ukudangala lusizi;
khala lila;
khala lila;
usizi usizi
amahloni udano;
ukudabuka usizi
ukwesaba ukoyika;
ukuthuthumela oyikisa
ukuthusa mangalisa
ukuthusa mangalisa
ukudinwa caphukileyo;
ukuzipholisa zola
ukuzigqaja nebhongo
ukuhlonipha hlonipha
hlonipha hlonipha;
thanda thanda
zonda thiya;
funa langazelela
khetha gweba;
ngabaza thandabuza
ukuziqhelanisa yeka;
vumela vumela
enqaba nqanda
uhlelo isicwangciso
zama umzamo
ukuba nobubele
ukuba nesisa
ukuzazisa zicingelayo
ukwethembeka nyanisekileyo
okhohlakele khohlakeleyo
ubuthakathi ngcolileyo;
okwesabekayo yikekayo
ukuba nomona
ukuba neentloni
isibindi khuthazayo
isibindi khuthazayo
igwala igwala
ukulangazelela fun'
ukulangazelela nqwenela;
ukulangazelela nqwenela;
ukubekezela nomonde
ukuxhamazela swel'
ukutatazela nxungupheleyo
ukutatazela nxungupheleyo
ukuba nenkani;
idumela udumo;
ubunzima ubunzima
bunzima nzima
hlupheka bandezeleka;
phazamisa thintela
isithiyo isithinteli
isithiyo isithinteli
inkinga inkathazo
umuntu umntu
indoda iduna
owesimame umfazi
indoda umLungu
umbungu into
ingane usana
umfana inkwenkwe
intombazane intombazana
umuntu umntu
insizwa umfana
intombi ibhinqa
umuntu umntu
isihlobo isalamane
umkhulu ixhego
ubaba utata
umfowethu umkhuluwa
udadewethu udadewabo
umzala umzala
izibulo inkulu
imvelaphi inzala
indodana unyana
umzukulu umzukulwanai
umshana umtshana
igama igama
ubizo onegama
usbari umazala
usbari umazala
umyeni umyeni
unkosikazi inkosikazi
ubabezala ubawozala
umamezala umazala
umkhwenyane umyeni
umakoti indodakazi
umfelokazi umhlolokazi
umfelwa umhlolo
intandane inkedama
umkhwenyane isoka
ingoduso umntu
uhlanga uhlanga
umngane umhlobo
umakhelwane ummelwane
owazana endimaziyo;
umsingathi umninindlu;
umuntu umntu
isitha utshaba
imbuka umngcatshi
isela isela
umholi isikhokelo
isithunywa umthunywa
isixuku isihlwele
umphathi inkosi;
umphathi inkosi;
omdala umkhuluwa
isigqila ikhoboka
umdobi umlobi
umzingeli umalusi
umbumbi umbumbi
isilaha unosilarha
umsizi umsebenzi
isiphinzi umngqibi
isosha ijoni
odayisa ihenyukazi
umbelethisi umongikazi
inyanga ixhwele
inyanga ixhwele
isangoma; umpriste
umthakathi igqwirha
umthakathi igqwirhakazi
isangoma igqirha;
isangoma igqirha;
ukuhlangana ukuqubisana;
ukuhlangana ukuqubisana;
hambisana khapha
hlangana kunye;
ukubuthana qukanani
mema mema
ukuba lilolo;
ukuhamba qhuba
okufanayo nye;
ukwehluka wahlukileyo
ukufana fuza
ukulingisa linganisa
ukufanela lungela
ukufanela lungela
incazelo intsingiselo
isho ithi;
khuluma thetha
khuluma thetha
ukuswebeza sebeza
memeza khwaza;
memeza khwaza;
ngunuza dumzela
ukungingiza ukuthintitha
ukuba cikozayo
ukuthula thuleyo
ukubingelela xhawula;
ukubiza; biza
ukuvalelisa ukubagqibelisa;
ukuvalelisa ukubagqibelisa;
ukumemezela bhengeza
isimemezelo isaziso;
izindaba iindaba
ukuchaza cacisa;
hleba lwimiza;
amanga ubuxoki
ukucela isicelo
ukucela isicelo
ukuncenga bongoza;
ukuncenga bongoza;
isicelo isibongozo
phendula phendula
phendula phendula
ukubonga bulela
isethembiso isithembiso
ukufunga funga
ukuthuka thuka
inhlamba isithuko
hlambalaza ngcikiva
impikiswano impikiswano
ukungunuza ukukhalaza;
ukungunuza ukukhalaza;
sola tyhola
enqaba phika;
vuma vuma
ukunxenxa cenga
ukuncoma udumo;
ukubusisa sikelela;
ukubusisa sikelela;
ukuhalalisa vuyisana
choma dlisela
choma dlisela
ukuxoxa balisa
ukuxoxa balisa
insumansumane ibali
ukukhuluma intetho;
umbiko ingxelo
thintathinta anga;
ukuqabula phuza
ukuhlangana lalana;
ukuhlangana lalana;
ncelisa ncancisa
ncelisa ncancisa
ukukitaza nyumbaza
ukushaya ukubetha
ukushaya isabhokhwe
usizo uncedo
vikela khusela;
vikela khusela;
ukunakekela londoloza
ukubusa lawula;
ukubusa lawula;
ukuyalela yalela
umyalo umyalelo
umsebenzi umsebenzi;
thumela thumela;
ukusebenzela sebenzela;
hola khokela
landela landela
hlonipha thobela
anelisa yanelisa;
anelisa yanelisa;
casula caphukisa;
casula caphukisa;
lahlekisa khohlisa
ingxabano ingxabano
ilwa ilwa
gwaza hlaba
bulala bulala
phindisela phindezela;
xazulula zolisa;
khulumela camngca;
khulumela camngca;
ukwanelisa cenga;
ukweba iba
ahlulela gweba
umthetho umthetho
ukungachemi lungileyo;
ukungachemi lungileyo;
ukuba netyala
ukujezisa ohlwaya
isijeziso isohlwayo
isijeziso isohlwayo
hlala hlala
hlala hlala
isakhamuzi hleliyo
abathwa umhlali
ukuhamba fuduka
ukuhamba fuduka
izwe ilizwe
izwe ilizwe
isiphethelo umda
idolobha idolophu;
idolobha idolophu;
emakhaya isixekwana
inkambu ikampu;
imakethe imarike;
impahla ilaphu;
impahla ilaphu;
gqoka nxiba
ukugqoka nxiba
khumula khulula
onqunu hamba
isigqoko umnqwazi
ihembe ihempe
ibhulukwe ibhulukhwe;
umsubela isibheshu
UNK isiwunduwundu
imbeleko irhintyela
isicabhulo isihlangu
isicabhulo isihlangu
ubuhlalu iliso
thungela faka
ibhengela isacholo
umgexo intsimbi
ibhengela inqashela
ibhengela inqashela
ukushaya betha;
icici icici
ukuboboza gqobhoza
icici isiguquli-milebe
icici isiguquli-milebe
icici isiguquli-milebe
ukuluka isiphothe
ukuluka isiphothe
ukugcaba iintlanga
ukugcaba iintlanga
ukugcaba iintlanga
induko uswazi;
geza hlamba
geza hlamba
gcoba dyobha;
gcoba dyobha;
sula sula
gunda chetyiweyo
ireyiza ibhleyidi
isixubho isivunguli;
isixubho isivunguli;
amafutha amafutha;
amafutha i-oyile
isobho isuphu
isobho isuphu
iphalishi isidudu;
iphalishi isidudu;
uqweqwe ukhoko
usawoti ityuwa
isidlo isidlo
isidlo isidlo
okusele umbeko
bola onakalisa
okubunjiwe bumba;
senga senga
i-curdled ingqaka
utshwala utywala
utshwala umqombothi
UNK iqhilika
UNK iqhilika
iwayini iwayini
ukulungiselela lungisa
ukusika sikekileyo
cezula sika
ukuxova xuba
govuza zamisa
ukucwenga hluza
gxoba ntlantlatha
ukugaya cola
xova xovula;
ukuchutha xhwitha
pheka pheka
gazinga gcada
ukuthosa oja
bhaka bhaka
okudluliswe rhawuliweyo
bilisa bilisa
bilisa bilisa
ukubilisa bilisa
ibhodwe imbiza
ibhodwe imbiza
inkezo umcephe
imbokodo imbokotho
isigxisho intsimbi
isigxisho intsimbi
indawo isingqusho;
indawo isingqusho;
ipuleti ipleyiti
inkomishi ikomityi
isipuni icephe
isikhwama ibhegi
ibhokisi ibhokisi;
ubhasikidi ibhaskiti;
ibhakede i-emele
igula iselwa
ibhodlela ibhotile;
isivimbo isivingco
isibambo umqheba
ukukhipha khupha
ukugcwalisa zalisa;
ukugcwala pheleleyo
ukungabi ze;
ukuvuleka vulekileyo
vula vula
vala vala;
misa ima
vala gquma
ukwembula veza
ukugcina gcina;
umqulu inyanda;
umqulu imfumba;
ukumbondela fumba
goqa songela
qaqa susa
ukupakisha pakisha;
ibhande ibhanti
intambo isibophi;
iqhubu iqhubu
fasa bophelela;
fasa bophelela;
ukubopha qinisa
qaqa combulula;
ukuqinisa qinisa
ukuqina ihlangene
ukuthambisa khulula;
ukuthamba khululekileyo
ukuthamba khululekileyo
indlu indlu
isicabha ucango;
isicabha ucango;
indawo umnyango
iwindi ifestile
ugongolo umqadi;
igumbi igumbi
igumbi igumbi
ikhishi ikhitshi
indawo isango
igceke intendelezo
uthango ucingo
ukubiya biyela
inqolobane uvimba
indawo indawo
umgodi indlu
umgodi indlu
indawo indawo
ingadi isitiya
indawo ikhusi;
ukumaka bethelela
ukumaka bethelela
isitini isitena
ukufulela isifulelo
udaka udaka;
umcako ikalika
upende ipeyinti
iladi ileli
isihlalo isitulo
isitulo isitulo
umbhede ibhedi
umata ukhuko;
ilambu isibane;
ifeni isipholisi
insimbi intsimbi
umsebenzi umsebenzi
ukulungisa ngciba
ukulungisa ngciba
iziko ukuqhatha;
isikhando isikhandelo-ntsimbi
isivuthelo imfutho
isiduli igada;
uhhavini umtshisi
genca gawula
bhola imba
imbazo izembe
qoba xhaxha
isaha isarha
ukusaha sarha;
ipulangwe iplanga
ucezwana iceba
ishizolo itshizili;
isipikili isikhonkwane
thunga thunga
inaliti inaliti
intambo umsonto
umphetho umgobo
iphakethe ipokotho
ukudabuka krazukileyo;
isaka ilaphu
umshanelo umtshayelo
shanela tshayela
pholisha khazimlisa
hlanza hlamba
ukulanda theza
udoti inkunkuma
ukuvundisa tyala;
insimu intsimi
umngcele umda;
umhlaba umhlaba
ukungatheli baleleyo;
centa coca
ukutshala hlwayela;
susa siphula
igeja igaba
igeja igaba
isikela irhengqe;
inkemba isixhobo
inkemba isixhobo
ukukha ikha;
ukukha ikha;
indawo indawo
bhula bhula;
bhula bhula;
phosa ela
phosa ela
bhula hluba
ukwelusa alusa;
ukwelusa alusa;
isibaya ubuhlanti
ukubophela rhintyela;
ukuphakela ondla
ukulandelela landela;
jaha leqa
uphawu umzila
umcibisholo utolo
isihloko incam
umkhonto irhwantsa
ummese imela
umcibisholo imela
umcibisholo imela
isagila igqudu
isagila igqudu
inethi irhintyela
okokucupha incembu
unoxhaka umgibe;
ukucupha nqakula
balekela phepha
ukuphunyuka saba
inxeba ngxwelerha;
ukuhlinza ukuxhela
unoxhaka isibambisi
inethi umnatha
udobo intambo
iwuku igwegwe
ubheyithi isithiyelo
ukuba lawula
ukuba lawula
dinga funa
ukuthola fumana
ukuthola fumana
ukupha nika;
buyisa buyisela
buyisa buyisela
okungokomuntu impahla
umnini umnini-zinto
isicebi isinhanha
indoda indoda
ukuceba tyebileyo
ukuhluphela hlwempuzekileyo
imali imali
igobolongo iqokobhe
ukushintshina naniselana
ukudayisa thengisa
ukuntuleka nqongopheleyo
ukubiza neendleko
intengo ixabiso
ukubonisana xoxa;
ukubonisana xoxa;
inkokhelo intlawulo
ukukhokha hlawula
isipho isipho
ukuqasha qesha
ukuncenga ngqiba;
ukuboleka boleka
ukubolekisa bolekisa
ukunika nika;
ukwamukela amkela
ukunqaba landula
intela irhafu
isipho ingxelo
ukuthola zuza
indlela uhambo
ukuhamba khenketha;
ukuhamba khenketha;
umhambi umkhenkethi
ukuzulazula zulazula
ukulahleka dukileyo;
indlela indledlana
indlela indledlana
ukuphambuka indlela
impambanomgwaqo iindlela
impambanomgwaqo iindlela
ukuwela wela
ukugwedla gcampuza
khipha khupha
ukugomboloqeka bhukuqa
ukuletha zisa
ukususa susa
ukususa susa
ukugona ukuthwala;
inkatha inkatha
umthwalo umthwalo
ukulayisha layisha
ukukhipha susa
impi imfazwe
ukuthula uxolo
umbutho umkhosi
impimpi intlola
mpimpa cupha;
mpimpa cupha;
inkemba ikrele
isibhamu umpu
ihawu ikhaka
nqoba oyisa;
nqoba oyisa;
ukunqotshwa phanzisiweyo
isiboshwa ibanjwa
isiboshwa ibanjwa
ukuntshontsha hlutha;
umculo umculo
iculo ingoma
cula cula
shwaza bhubhuza;
shaya betha
ibhalafoni ibhalafoni
dlala dlala
baza krola;
isibusiso intsikelelo
bhula profetha
bhula profetha
thakatha thakatha
dliza tyisa
ukunikela umbingelelo;
ukuthela galela
ukusoka ukwaluka;
owethenjiswe ngejiweyo;
owethenjiswe ngejiweyo;
ilobolo ikhazi
ukuphinga ukukrexeza;
ukuzila ukuzila;
hayiza lila;
hayiza lila;
inkomo imazi
umwundlwane injana;
inyathi inyathi
ivondwe idwele
ivondwe idwele
ivondwe idwele
igundane impuku
uchakide isilo
ikati ikati
ijenethi ijenethi
khonkotha khonkotha
gwavuma veza
gwavuma bhavuma;
etshisa hlafuna
etshisa hlafuna
igwababa unomyayi
inswempe intendele
isiqhova isihlwitha
isikhupha umthubi
kekela lilisela
kikiliga khonya
chonga nqothula
bekela beka
fukamela fukamela
inhlanzi intlanzi
izenga ixolo
imamba inyushu
imbulu icikilishe
inzawu ibamba;
hwahwaza futha;
itsheketshe isinambuzane
isicabucabu isigcawu
intethe inkumbi
umnyovu unomeva
isihlungu faka
ulwembu indlu
isiduli isiduli
isihlahla umthi
isihlahla umthi
usilika ubulembu
intongomane ipete
buna buna
umhlaba ihlabathi
unqenqema udonga
umasheleshele udaka
i-pleiades izikhanyisi
Umumo isikhaxa
Umumo isikhaxa
Umumo isikhaxa
i-oriyoni uludwe
omisa omisa
omisa omisa
isikhathi ixesha
isikhathi ixesha
ukushisa ubushushu
ukubanda ingqele
isikhathi ixesha
manje ngoku
ngaphambilini ngaphambili
emuva emva
ngaphambi kuqala
emuva mva
kanye kanye
ngenye ngamanye
kuvamile soloko
ngokujwayelekile ngokuqhelekileyo
njalo qho
ngeke zange
namuhla namhlanje
izolo izolo
kusasa ngomso
into into
ukusabalalisa anda;
ukushesha khawulezayo;
ukwenza cothayo;
hlwitha rhiwula;
hlwitha rhiwula;
phakamisa nyusela
phakamisa nyusela
dubula dubula
shayisa gila;
shayisa gila;
songa songa
shaya betha
nqubuza ngquba;
nqubuza ngquba;
khuculula khuhla
ukuxebula hlubulula
pitshiza cudisa;
hlanganisa hlangana;
lahla gibisela
lahla gibisela
shiya shiya;
funa khangela;
phephetha pholisa
consa vuza
vuvuza fefa;
sokha faka
khama khama
okukhanya qaqambileyo
okufiphele mfiliba
hangula rhawula
qala qalisa
okukhulu nkulu
khulisa yandisa
ukuba ncinane
okuphakeme phezulu;
okuphansi phantsi
nweba nweba
julisa enza
okusindayo nzima
enza gudisa;
qinisa enza
ukubanda bandayo
okumnyama mnyama
okubomvu bomvu
okuluhlaza bhlowu
okuluhlaza luhlaza
okuqanda tyheli;
ubumnyama mnyama
ukuntengantenga buthathaka
ukulunga lungileyo;
ububi khohlakeleyo;
ukuba hle
ukuba bi;
okuhlanzekile cocekileyo
okungcolile mdaka;
ukuba esibini
ukugcina okugqibela
susa thabatha
ukulingana linganayo
kwanele ngokwaneleyo
ukuphela setyenzisiweyo
okuphelele pheleleyo
yonke naphi
lapha apha
lapho phaya
kude kude
eduze kufutshane
ukuhlehla bheka
phezulu phezu
phezulu phezu
ngaphansi kumazantsi
ngaphansi kumazantsi
ngaphambi phambi
ngaphambi phambi
phakathi phakathi
kuphi? phi?
ngobani? kungani?
kanjani? njani?
mhlawumbe mhlawumbi
ngempela ngokwenene
ngempela ngokwenene
cha hayi
